id,tier,route,method,path,dependency,mode,realism,faultedCallIndex,seed,userId,ip,status,bodyClass,errorCode,errorMessage,durationMs,upstreamCalls,faultedCalls,faultedDependencyReached,leak,baselineStatus,expected,verdict,recoverability,preludeStatuses
matrix:analysis_permits_finalize:auth:empty_body,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/e692880f-1725-4c60-b475-e18dfa21fd58/finalize,auth,empty_body,medium,,fi-v1:matrix:analysis_permits_finalize:auth:empty_body,a2350469-2840-40b4-8335-3ace4a8e635b,10.190.127.35,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:analysis_permits_finalize:auth:slow_1500ms,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/5a21cf26-9b1d-4b9c-8fd1-a3c796c3b65f/finalize,auth,slow_1500ms,high,,fi-v1:matrix:analysis_permits_finalize:auth:slow_1500ms,212a91de-e8e1-44c1-af3c-ae252a4be5e4,10.49.134.164,200,success_json,,,1503.3,9,1,true,false,200,slow auth must still yield the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:auth:hang,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/a1e45905-aa9b-41c5-8b1a-10e0e8ebd8fd/finalize,auth,hang,high,,fi-v1:matrix:analysis_permits_finalize:auth:hang,0bd36751-e4d8-4b65-80be-d4faaa60992a,10.57.90.135,,no_response,,,25011.9,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:analysis_permits_finalize:rest:error_500,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/fcfe4694-8000-4300-a276-3a58b04322f1/finalize,rest,error_500,high,,fi-v1:matrix:analysis_permits_finalize:rest:error_500,58ea6b6d-c96b-4fdd-b5ca-4d5a1ba7cb9c,10.244.97.201,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:analysis_permits_finalize:rest:down_503,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/d5ff1f4b-ac7a-4c4e-bd40-c7d79fa32015/finalize,rest,down_503,high,,fi-v1:matrix:analysis_permits_finalize:rest:down_503,cfcbc14d-09d1-44f9-b0b8-e8138ac7bd3b,10.226.155.220,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,7006.2,10,4,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:analysis_permits_finalize:rest:gateway_502_html,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/a24ea4a4-0629-4284-bfb5-e306d678e574/finalize,rest,gateway_502_html,high,,fi-v1:matrix:analysis_permits_finalize:rest:gateway_502_html,a8aed9a4-55c7-4100-9671-f351f8909db7,10.160.234.91,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:analysis_permits_finalize:rest:network_error,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/6ac25f3e-12da-425c-962e-d9ca4075a30f/finalize,rest,network_error,high,,fi-v1:matrix:analysis_permits_finalize:rest:network_error,b1de4618-1472-4420-8745-befa5bb349ec,10.50.180.22,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,7006.1,10,4,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:analysis_permits_finalize:rest:malformed_json,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/a1102b38-5ae8-474e-9167-2b7789496e36/finalize,rest,malformed_json,medium,,fi-v1:matrix:analysis_permits_finalize:rest:malformed_json,437123d1-8a70-4c4b-999a-56c03b852424,10.27.135.48,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:analysis_permits_finalize:rest:wrong_shape,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/a9bd32bb-db56-48df-8adb-626f78af760b/finalize,rest,wrong_shape,low,,fi-v1:matrix:analysis_permits_finalize:rest:wrong_shape,588a333e-3f94-4ef5-9891-982dc550eea7,10.182.117.23,409,coded_error,access.permit_already_finalized,Analysis permit was already finalized as undefined.,0.9,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,client_shows_error,
matrix:analysis_permits_finalize:rest:empty_body,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/d1bd449e-91b3-420f-bb25-d11f94c87df8/finalize,rest,empty_body,medium,,fi-v1:matrix:analysis_permits_finalize:rest:empty_body,bd80e629-7792-4ae2-9d94-a0cd2206db7d,10.110.240.32,404,coded_error,access.permit_not_found,Analysis permit not found.,0.6,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,client_shows_error,
matrix:analysis_permits_finalize:rest:hang,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/006f2f8b-e6fe-4511-a1e1-2d77f1ce12c0/finalize,rest,hang,high,,fi-v1:matrix:analysis_permits_finalize:rest:hang,8a13fb7a-f85b-4001-9c99-f1aa1592f53e,10.98.49.229,,no_response,,,25002.8,7,1,true,false,200,DB failure → generic 503; must answer within 25000ms [503],hang_unbounded,unknown,
matrix:analysis_permits_finalize:redis:error_500,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/4aed135e-86de-4fbb-8d08-3e77433ce296/finalize,redis,error_500,high,,fi-v1:matrix:analysis_permits_finalize:redis:error_500,89e06750-4629-4689-86d1-4d32c2e191f6,10.43.152.195,200,success_json,,,1.2,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:redis:unauthorized_401,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/2a0c651b-f895-4a6f-9808-a868cbdf6942/finalize,redis,unauthorized_401,high,,fi-v1:matrix:analysis_permits_finalize:redis:unauthorized_401,97d66116-7928-40a6-ae9e-259b7d49eefb,10.51.192.19,200,success_json,,,0.9,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:redis:network_error,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/fc215701-8fec-4d5a-ae99-cdf7771ad3e7/finalize,redis,network_error,high,,fi-v1:matrix:analysis_permits_finalize:redis:network_error,4cab2651-012d-41d0-b520-d077717ebce3,10.209.251.142,200,success_json,,,1.1,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:redis:malformed_json,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/ca201476-b2da-43e8-a1ea-8388ff586a2d/finalize,redis,malformed_json,medium,,fi-v1:matrix:analysis_permits_finalize:redis:malformed_json,bb8d2c9c-9d47-489b-95c8-cd93318e884c,10.93.163.80,200,success_json,,,0.9,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:redis:wrong_shape,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/aaeea543-9734-471e-bd57-690e318bb8c1/finalize,redis,wrong_shape,medium,,fi-v1:matrix:analysis_permits_finalize:redis:wrong_shape,b58d6006-0019-4057-a1aa-5645e70cd6f1,10.177.46.250,200,success_json,,,0.8,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:redis:slow_300ms,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/dbcf067a-ccf5-474f-9511-abee0cb96e3c/finalize,redis,slow_300ms,high,,fi-v1:matrix:analysis_permits_finalize:redis:slow_300ms,139cb2c8-83a0-4461-aadb-47942e965177,10.114.32.5,200,success_json,,,1507.1,9,5,true,false,200,slow redis must still yield the healthy baseline,degraded_ok,success,
matrix:analysis_permits_finalize:redis:hang,matrix,analysis_permits_finalize,POST,/v1/analysis-permits/b4b019bd-f22c-40f1-bdd2-524a6d190063/finalize,redis,hang,high,,fi-v1:matrix:analysis_permits_finalize:redis:hang,5e679be4-83d5-4d8d-8262-1bdb1fdc3fa5,10.164.43.233,200,success_json,,,6009.5,9,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:shots_sync:auth:down_503,matrix,shots_sync,POST,/v1/shots:sync,auth,down_503,high,,fi-v1:matrix:shots_sync:auth:down_503,31130452-255d-441d-9405-f48a44255fcf,10.20.61.6,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:error_500,matrix,shots_sync,POST,/v1/shots:sync,auth,error_500,high,,fi-v1:matrix:shots_sync:auth:error_500,b0949440-e835-46e3-ae78-3a273eb0d686,10.78.188.154,401,generic_error,,The session is no longer valid. Sign in again.,0.7,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:gateway_502_html,matrix,shots_sync,POST,/v1/shots:sync,auth,gateway_502_html,high,,fi-v1:matrix:shots_sync:auth:gateway_502_html,cef0b6da-1880-47f6-8613-a6051c51e906,10.36.164.193,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:network_error,matrix,shots_sync,POST,/v1/shots:sync,auth,network_error,high,,fi-v1:matrix:shots_sync:auth:network_error,b7c17afd-41f3-4846-9081-8d204eb6af99,10.18.240.38,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:malformed_json,matrix,shots_sync,POST,/v1/shots:sync,auth,malformed_json,medium,,fi-v1:matrix:shots_sync:auth:malformed_json,f042a89a-df06-424e-8ccf-472937346b85,10.37.75.132,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:wrong_shape,matrix,shots_sync,POST,/v1/shots:sync,auth,wrong_shape,low,,fi-v1:matrix:shots_sync:auth:wrong_shape,e48eb739-d1ad-40d8-9ed5-fc449a22558b,10.189.216.140,401,generic_error,,The session does not belong to a Google or Apple account.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:empty_body,matrix,shots_sync,POST,/v1/shots:sync,auth,empty_body,medium,,fi-v1:matrix:shots_sync:auth:empty_body,2e2b6766-8163-4002-a9db-ace552a3cbd7,10.154.82.16,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:shots_sync:auth:slow_1500ms,matrix,shots_sync,POST,/v1/shots:sync,auth,slow_1500ms,high,,fi-v1:matrix:shots_sync:auth:slow_1500ms,e1265d69-add4-44bf-bd49-572bd30c4b60,10.130.140.56,200,success_json,,,1502.1,9,1,true,false,200,slow auth must still yield the healthy baseline,degraded_ok,success,
matrix:shots_sync:auth:hang,matrix,shots_sync,POST,/v1/shots:sync,auth,hang,high,,fi-v1:matrix:shots_sync:auth:hang,861696d3-68e7-490e-80a2-bdaf08c1ece2,10.236.145.154,,no_response,,,25001.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:shots_sync:rest:error_500,matrix,shots_sync,POST,/v1/shots:sync,rest,error_500,high,,fi-v1:matrix:shots_sync:rest:error_500,be1b8e19-6726-4531-881e-90a7e449a951,10.181.85.119,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:shots_sync:rest:down_503,matrix,shots_sync,POST,/v1/shots:sync,rest,down_503,high,,fi-v1:matrix:shots_sync:rest:down_503,9f0c83e7-65cc-45db-9b32-de6593acb2e8,10.81.228.77,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,7006.2,10,4,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:shots_sync:rest:gateway_502_html,matrix,shots_sync,POST,/v1/shots:sync,rest,gateway_502_html,high,,fi-v1:matrix:shots_sync:rest:gateway_502_html,1eddf32f-1a02-4299-bdb3-965463a3e4f8,10.63.195.100,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,1.4,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:shots_sync:rest:network_error,matrix,shots_sync,POST,/v1/shots:sync,rest,network_error,high,,fi-v1:matrix:shots_sync:rest:network_error,9efdcb2b-d085-4745-be89-735bce2e5921,10.148.195.207,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,7011,10,4,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:shots_sync:rest:malformed_json,matrix,shots_sync,POST,/v1/shots:sync,rest,malformed_json,medium,,fi-v1:matrix:shots_sync:rest:malformed_json,0f69d308-5548-4236-9b28-14217404729c,10.2.20.176,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
matrix:shots_sync:rest:wrong_shape,matrix,shots_sync,POST,/v1/shots:sync,rest,wrong_shape,low,,fi-v1:matrix:shots_sync:rest:wrong_shape,54c13eca-a599-41a6-a86d-f1cb97c1099f,10.111.209.82,500,generic_error,,Something went wrong. Please try again.,0.9,7,1,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",unhandled_500,retryable,
matrix:shots_sync:rest:empty_body,matrix,shots_sync,POST,/v1/shots:sync,rest,empty_body,medium,,fi-v1:matrix:shots_sync:rest:empty_body,f49e83f0-b42d-4f43-b9f5-7f2af20d942e,10.216.12.15,200,success_json,,,0.9,8,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,success,
matrix:shots_sync:rest:hang,matrix,shots_sync,POST,/v1/shots:sync,rest,hang,high,,fi-v1:matrix:shots_sync:rest:hang,2ff7ac71-8f2e-419f-99ab-0cf027bdf351,10.170.23.3,,no_response,,,25001,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable; must answer within 25000ms [503]",hang_unbounded,unknown,
matrix:shots_sync:redis:error_500,matrix,shots_sync,POST,/v1/shots:sync,redis,error_500,high,,fi-v1:matrix:shots_sync:redis:error_500,8249bae7-a719-4ab8-a3d6-2e65f324786f,10.97.90.171,200,success_json,,,1.1,9,6,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:shots_sync:redis:unauthorized_401,matrix,shots_sync,POST,/v1/shots:sync,redis,unauthorized_401,high,,fi-v1:matrix:shots_sync:redis:unauthorized_401,30e2b27a-70eb-468d-94b2-06c5ef91bcc9,10.218.197.34,200,success_json,,,0.8,9,6,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:shots_sync:redis:network_error,matrix,shots_sync,POST,/v1/shots:sync,redis,network_error,high,,fi-v1:matrix:shots_sync:redis:network_error,77b1e879-4566-4d55-81bf-53549820909a,10.220.19.224,200,success_json,,,0.9,9,6,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:shots_sync:redis:malformed_json,matrix,shots_sync,POST,/v1/shots:sync,redis,malformed_json,medium,,fi-v1:matrix:shots_sync:redis:malformed_json,55b8cbb9-50fc-4663-9da5-e5913f0e056b,10.167.37.163,200,success_json,,,0.9,9,6,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:shots_sync:redis:wrong_shape,matrix,shots_sync,POST,/v1/shots:sync,redis,wrong_shape,medium,,fi-v1:matrix:shots_sync:redis:wrong_shape,1e069ffb-4e9f-4d16-9446-8cb91209756c,10.101.201.230,200,success_json,,,0.7,9,6,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:shots_sync:redis:slow_300ms,matrix,shots_sync,POST,/v1/shots:sync,redis,slow_300ms,high,,fi-v1:matrix:shots_sync:redis:slow_300ms,f9568199-45b1-4a52-af9a-77ef2d7b6a78,10.84.25.36,200,success_json,,,1809.1,9,6,true,false,200,slow redis must still yield the healthy baseline,degraded_ok,success,
matrix:shots_sync:redis:hang,matrix,shots_sync,POST,/v1/shots:sync,redis,hang,high,,fi-v1:matrix:shots_sync:redis:hang,d00b806b-5fa2-4d21-aec1-b0a7b381e55c,10.251.181.238,200,success_json,,,7210.1,9,6,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_create:auth:down_503,matrix,sessions_create,POST,/v1/sessions,auth,down_503,high,,fi-v1:matrix:sessions_create:auth:down_503,c9a9ab42-aff5-4e39-9050-6b5ae0ffb683,10.245.34.35,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:error_500,matrix,sessions_create,POST,/v1/sessions,auth,error_500,high,,fi-v1:matrix:sessions_create:auth:error_500,a9dae478-f458-4efc-8649-11dbff2a1b17,10.72.228.30,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:gateway_502_html,matrix,sessions_create,POST,/v1/sessions,auth,gateway_502_html,high,,fi-v1:matrix:sessions_create:auth:gateway_502_html,6c188a31-65c2-461f-a175-1a55501d3c78,10.186.250.106,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:network_error,matrix,sessions_create,POST,/v1/sessions,auth,network_error,high,,fi-v1:matrix:sessions_create:auth:network_error,2ed688c6-01d5-4ffc-a8f6-10d39ed0a77a,10.129.208.64,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:malformed_json,matrix,sessions_create,POST,/v1/sessions,auth,malformed_json,medium,,fi-v1:matrix:sessions_create:auth:malformed_json,c37bc7f1-0883-4541-afe1-5ad824e25d36,10.41.105.184,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:wrong_shape,matrix,sessions_create,POST,/v1/sessions,auth,wrong_shape,low,,fi-v1:matrix:sessions_create:auth:wrong_shape,8de991fe-3572-4729-b19e-78f1e5b6947d,10.180.144.55,401,generic_error,,The session does not belong to a Google or Apple account.,0.9,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:empty_body,matrix,sessions_create,POST,/v1/sessions,auth,empty_body,medium,,fi-v1:matrix:sessions_create:auth:empty_body,7776c5dc-3540-4df9-b153-84b1aa4f463e,10.40.113.56,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_create:auth:slow_1500ms,matrix,sessions_create,POST,/v1/sessions,auth,slow_1500ms,high,,fi-v1:matrix:sessions_create:auth:slow_1500ms,b3d1602c-b759-43f3-bee3-7d4d3353794c,10.31.249.179,200,success_json,,,1502.8,8,1,true,false,200,slow auth must still yield the healthy baseline,degraded_ok,success,
matrix:sessions_create:auth:hang,matrix,sessions_create,POST,/v1/sessions,auth,hang,high,,fi-v1:matrix:sessions_create:auth:hang,4578a7ee-a8a2-4a63-868a-49690a194223,10.249.72.139,,no_response,,,25001.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:sessions_create:rest:error_500,matrix,sessions_create,POST,/v1/sessions,rest,error_500,high,,fi-v1:matrix:sessions_create:rest:error_500,09a23fd7-5269-4751-8c47-26857e11f474,10.42.229.28,503,generic_error,,Session sync is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:sessions_create:rest:down_503,matrix,sessions_create,POST,/v1/sessions,rest,down_503,high,,fi-v1:matrix:sessions_create:rest:down_503,7ce50d6e-f348-48e5-89cf-b6728a5cb364,10.49.112.246,503,generic_error,,Session sync is temporarily unavailable. Please try again.,0.8,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:sessions_create:rest:gateway_502_html,matrix,sessions_create,POST,/v1/sessions,rest,gateway_502_html,high,,fi-v1:matrix:sessions_create:rest:gateway_502_html,c2cdf171-de19-4128-8487-f2df4ae12ff8,10.26.177.88,503,generic_error,,Session sync is temporarily unavailable. Please try again.,0.7,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:sessions_create:rest:network_error,matrix,sessions_create,POST,/v1/sessions,rest,network_error,high,,fi-v1:matrix:sessions_create:rest:network_error,e8706b60-2ba5-48ef-ad12-89f6789edb9d,10.10.99.77,503,generic_error,,Session sync is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:sessions_create:rest:malformed_json,matrix,sessions_create,POST,/v1/sessions,rest,malformed_json,medium,,fi-v1:matrix:sessions_create:rest:malformed_json,fd014fb5-019d-47d8-97dc-120c0a13deaf,10.235.185.104,503,generic_error,,Session sync is temporarily unavailable. Please try again.,0.8,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
matrix:sessions_create:rest:wrong_shape,matrix,sessions_create,POST,/v1/sessions,rest,wrong_shape,low,,fi-v1:matrix:sessions_create:rest:wrong_shape,1ff00d28-6bd8-4d47-99fc-6433f079b37e,10.153.95.242,200,success_json,,,0.9,8,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,success,
matrix:sessions_create:rest:empty_body,matrix,sessions_create,POST,/v1/sessions,rest,empty_body,medium,,fi-v1:matrix:sessions_create:rest:empty_body,c2bd1496-287a-43e7-91ec-9e8d87e7a1ca,10.205.101.129,409,coded_error,session.id_conflict,Session id belongs to another user.,0.9,8,2,true,false,200,"low realism: PostgREST 2xx with empty/unexpected body cannot be told from a real (empty) result — any non-5xx accepted, a 500 is still flagged [503]",degraded_ok,client_shows_error,
matrix:sessions_create:rest:hang,matrix,sessions_create,POST,/v1/sessions,rest,hang,high,,fi-v1:matrix:sessions_create:rest:hang,76f74812-9c5d-40c0-97f4-caf2b604fb44,10.231.202.103,,no_response,,,25000.2,7,1,true,false,200,DB failure → generic 503; must answer within 25000ms [503],hang_unbounded,unknown,
matrix:sessions_create:redis:error_500,matrix,sessions_create,POST,/v1/sessions,redis,error_500,high,,fi-v1:matrix:sessions_create:redis:error_500,71cbacd8-4dc9-4a85-8f3c-de13154e3623,10.124.223.1,200,success_json,,,0.8,8,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_create:redis:unauthorized_401,matrix,sessions_create,POST,/v1/sessions,redis,unauthorized_401,high,,fi-v1:matrix:sessions_create:redis:unauthorized_401,00d651e5-5cd0-4dfd-a5b7-42d9d875cf5f,10.117.44.253,200,success_json,,,0.6,8,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_create:redis:network_error,matrix,sessions_create,POST,/v1/sessions,redis,network_error,high,,fi-v1:matrix:sessions_create:redis:network_error,11a2737c-37a3-42cf-8d62-f2dda848a6f3,10.59.215.13,200,success_json,,,0.6,8,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_create:redis:malformed_json,matrix,sessions_create,POST,/v1/sessions,redis,malformed_json,medium,,fi-v1:matrix:sessions_create:redis:malformed_json,4d4c060a-30ef-40c5-a957-15dd2406f541,10.210.83.223,200,success_json,,,0.6,8,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_create:redis:wrong_shape,matrix,sessions_create,POST,/v1/sessions,redis,wrong_shape,medium,,fi-v1:matrix:sessions_create:redis:wrong_shape,d7ac381e-7387-4ae2-98bd-fb9f09d8b2c4,10.217.131.101,200,success_json,,,0.8,8,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_create:redis:slow_300ms,matrix,sessions_create,POST,/v1/sessions,redis,slow_300ms,high,,fi-v1:matrix:sessions_create:redis:slow_300ms,57546893-d1d6-439e-a4e4-f60d94f5efd7,10.47.210.230,200,success_json,,,1507.2,8,5,true,false,200,slow redis must still yield the healthy baseline,degraded_ok,success,
matrix:sessions_create:redis:hang,matrix,sessions_create,POST,/v1/sessions,redis,hang,high,,fi-v1:matrix:sessions_create:redis:hang,2364a3b2-c6b9-4efe-b734-126cc6411c51,10.46.24.208,200,success_json,,,6009.1,8,5,true,false,200,Redis is best-effort: response must equal the healthy baseline,degraded_ok,success,
matrix:sessions_finalize:auth:down_503,matrix,sessions_finalize,POST,/v1/sessions/0f34142e-b68c-48bd-974d-8794ef6343b9/finalize,auth,down_503,high,,fi-v1:matrix:sessions_finalize:auth:down_503,e466ef91-9255-4861-a820-deef89466896,10.138.58.154,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_finalize:auth:error_500,matrix,sessions_finalize,POST,/v1/sessions/8172b23f-f130-4f07-a9bd-782411904a63/finalize,auth,error_500,high,,fi-v1:matrix:sessions_finalize:auth:error_500,e001b5a1-971c-4757-9c04-4be5ca2e8056,10.9.16.16,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
matrix:sessions_finalize:auth:gateway_502_html,matrix,sessions_finalize,POST,/v1/sessions/df182097-cef9-482e-b797-1745568a5fff/finalize,auth,gateway_502_html,high,,fi-v1:matrix:sessions_finalize:auth:gateway_502_html,7edd2b01-70b9-4331-b9f7-5420fc0de583,10.175.139.4,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
